index,promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
161,maps,middle east,1947,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1947,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1947'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1947)? Just reply with 'yes' or 'no'.
162,maps,middle east,1914,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1914,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
163,maps,middle east,1948,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1948,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1948'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1948)? Just reply with 'yes' or 'no'.
164,maps,middle east,1946,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1946,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1946'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1946)? Just reply with 'yes' or 'no'.
165,maps,north africa,1914,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north africa in 1914,1,Is the following subject present in the image: 'Map of north africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north africa in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
166,maps,north africa,1942,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north africa in 1942,1,Is the following subject present in the image: 'Map of north africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north africa in 1942'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1942)? Just reply with 'yes' or 'no'.
167,maps,south africa,1900,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of south africa in 1900,1,Is the following subject present in the image: 'Map of south africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of south africa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
168,maps,europe,1914,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1914,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
169,maps,europe,1939,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1939,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1939'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1939)? Just reply with 'yes' or 'no'.
170,maps,europe,1940,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1940,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
171,maps,europe,1200,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1200,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1200'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1200)? Just reply with 'yes' or 'no'.
172,maps,europe,1918,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1918,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1918'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1918)? Just reply with 'yes' or 'no'.
173,maps,europe,1500,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1500,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
174,maps,europe,1938,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1938,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1938'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1938)? Just reply with 'yes' or 'no'.
175,maps,europe,1800,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1800,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
176,maps,america,1776,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of america in 1776,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of america in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
177,maps,america,1754,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of america in 1754,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of america in 1754'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1754)? Just reply with 'yes' or 'no'.
