index,subject,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,time,goldenrecordImages,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
600,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Canadian Lynx that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Canadian Lynx that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
601,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Canadian Lynx that is 11 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Canadian Lynx that is 11 years old.'? Is the correct temporal knowledge applied (i.e. 11 years old)? Just reply with 'yes' or 'no'.
602,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a Canadian Lynx that is 28 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Canadian Lynx that is 28 years old.'? Is the correct temporal knowledge applied (i.e. 28 years old)? Just reply with 'yes' or 'no'.
603,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Canadian Lynx that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Canadian Lynx that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
604,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Canadian Lynx that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Canadian Lynx that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
605,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Canadian Lynx that is 11 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Canadian Lynx that is 11 years old.'? Is the correct temporal knowledge applied (i.e. 11 years old)? Just reply with 'yes' or 'no'.
606,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Canadian Lynx that is 28 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Canadian Lynx that is 28 years old.'? Is the correct temporal knowledge applied (i.e. 28 years old)? Just reply with 'yes' or 'no'.
607,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Canadian Lynx that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Canadian Lynx that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
608,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Create,Create a photorealistic image of a Capybara that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Capybara that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
609,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a Capybara that is 12 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Capybara that is 12 years old.'? Is the correct temporal knowledge applied (i.e. 12 years old)? Just reply with 'yes' or 'no'.
610,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a Capybara that is 30 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Capybara that is 30 years old.'? Is the correct temporal knowledge applied (i.e. 30 years old)? Just reply with 'yes' or 'no'.
611,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Capybara that is 8.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Capybara that is 8.0 years old.'? Is the correct temporal knowledge applied (i.e. 80 years old)? Just reply with 'yes' or 'no'.
612,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a Capybara that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Capybara that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
613,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Capybara that is 12 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Capybara that is 12 years old.'? Is the correct temporal knowledge applied (i.e. 12 years old)? Just reply with 'yes' or 'no'.
614,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Capybara that is 30 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Capybara that is 30 years old.'? Is the correct temporal knowledge applied (i.e. 30 years old)? Just reply with 'yes' or 'no'.
615,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Capybara that is 8.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Capybara that is 8.0 years old.'? Is the correct temporal knowledge applied (i.e. 80 years old)? Just reply with 'yes' or 'no'.
616,Capybara,10.0,15.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Capybara that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Bristol.zoo.capybara.arp.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Capybara'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Capybara that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
