index,subject,DemolitionDate,goldenrecordImages,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
163,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Create a photorealistic image of the Braunes Haus in Germany after 01/01/1945,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Braunes Haus in Germany after 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
164,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Give me a photorealistic image of the Braunes Haus in Germany on 04/21/1871,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Braunes Haus in Germany on 04/21/1871'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
165,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Give me a photorealistic image of the Braunes Haus in Germany before 01/01/1945,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Braunes Haus in Germany before 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
166,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Give me a photorealistic image of the Braunes Haus in Germany on 7/31/1952,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Braunes Haus in Germany on 7/31/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
167,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Give me a photorealistic image of the Braunes Haus in Germany after 01/01/1945,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Braunes Haus in Germany after 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
168,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Generate a photorealistic image of the Braunes Haus in Germany on 04/21/1871,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Braunes Haus in Germany on 04/21/1871'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
169,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Generate a photorealistic image of the Braunes Haus in Germany before 01/01/1945,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Braunes Haus in Germany before 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
170,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Generate a photorealistic image of the Braunes Haus in Germany on 7/31/1952,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Braunes Haus in Germany on 7/31/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
171,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Generate a photorealistic image of the Braunes Haus in Germany after 01/01/1945,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Braunes Haus in Germany after 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
172,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Produce a photorealistic image of the Braunes Haus in Germany on 04/21/1871,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Braunes Haus in Germany on 04/21/1871'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
173,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Produce a photorealistic image of the Braunes Haus in Germany before 01/01/1945,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Braunes Haus in Germany before 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
174,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Produce a photorealistic image of the Braunes Haus in Germany on 7/31/1952,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Braunes Haus in Germany on 7/31/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
175,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Produce a photorealistic image of the Braunes Haus in Germany after 01/01/1945,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Braunes Haus in Germany after 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
