index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
569,Seasonality,Date,Give me,05/29/1713,,a landscape,Give me a photorealistic image of a landscape in europe on 05/29/1713 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 05/29/1713 '? Is the correct temporal knowledge applied (i.e. 05/29/1713)? Just reply with 'yes' or 'no'.
570,Seasonality,Date,Give me,05/10/1757,,a landscape,Give me a photorealistic image of a landscape in europe on 05/10/1757 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 05/10/1757 '? Is the correct temporal knowledge applied (i.e. 05/10/1757)? Just reply with 'yes' or 'no'.
571,Seasonality,Date,Give me,06/02/1711,,a landscape,Give me a photorealistic image of a landscape in europe on 06/02/1711 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 06/02/1711 '? Is the correct temporal knowledge applied (i.e. 06/02/1711)? Just reply with 'yes' or 'no'.
572,Seasonality,Date,Give me,06/10/1753,,a landscape,Give me a photorealistic image of a landscape in europe on 06/10/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 06/10/1753 '? Is the correct temporal knowledge applied (i.e. 06/10/1753)? Just reply with 'yes' or 'no'.
573,Seasonality,Date,Give me,07/17/1746,,a landscape,Give me a photorealistic image of a landscape in europe on 07/17/1746 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 07/17/1746 '? Is the correct temporal knowledge applied (i.e. 07/17/1746)? Just reply with 'yes' or 'no'.
574,Seasonality,Date,Give me,07/15/1785,,a landscape,Give me a photorealistic image of a landscape in europe on 07/15/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 07/15/1785 '? Is the correct temporal knowledge applied (i.e. 07/15/1785)? Just reply with 'yes' or 'no'.
575,Seasonality,Date,Give me,08/25/1720,,a landscape,Give me a photorealistic image of a landscape in europe on 08/25/1720 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 08/25/1720 '? Is the correct temporal knowledge applied (i.e. 08/25/1720)? Just reply with 'yes' or 'no'.
576,Seasonality,Date,Give me,08/22/1773,,a landscape,Give me a photorealistic image of a landscape in europe on 08/22/1773 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 08/22/1773 '? Is the correct temporal knowledge applied (i.e. 08/22/1773)? Just reply with 'yes' or 'no'.
577,Seasonality,Date,Give me,09/06/1728,,a landscape,Give me a photorealistic image of a landscape in europe on 09/06/1728 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 09/06/1728 '? Is the correct temporal knowledge applied (i.e. 09/06/1728)? Just reply with 'yes' or 'no'.
578,Seasonality,Date,Give me,09/25/1799,,a landscape,Give me a photorealistic image of a landscape in europe on 09/25/1799 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 09/25/1799 '? Is the correct temporal knowledge applied (i.e. 09/25/1799)? Just reply with 'yes' or 'no'.
579,Seasonality,Date,Give me,10/27/1745,,a landscape,Give me a photorealistic image of a landscape in europe on 10/27/1745 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 10/27/1745 '? Is the correct temporal knowledge applied (i.e. 10/27/1745)? Just reply with 'yes' or 'no'.
580,Seasonality,Date,Give me,10/21/1767,,a landscape,Give me a photorealistic image of a landscape in europe on 10/21/1767 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 10/21/1767 '? Is the correct temporal knowledge applied (i.e. 10/21/1767)? Just reply with 'yes' or 'no'.
581,Seasonality,Date,Give me,11/11/1744,,a landscape,Give me a photorealistic image of a landscape in europe on 11/11/1744 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 11/11/1744 '? Is the correct temporal knowledge applied (i.e. 11/11/1744)? Just reply with 'yes' or 'no'.
582,Seasonality,Date,Give me,11/29/1781,,a landscape,Give me a photorealistic image of a landscape in europe on 11/29/1781 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 11/29/1781 '? Is the correct temporal knowledge applied (i.e. 11/29/1781)? Just reply with 'yes' or 'no'.
583,Seasonality,Date,Give me,12/02/1731,,a landscape,Give me a photorealistic image of a landscape in europe on 12/02/1731 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 12/02/1731 '? Is the correct temporal knowledge applied (i.e. 12/02/1731)? Just reply with 'yes' or 'no'.
584,Seasonality,Date,Give me,12/10/1760,,a landscape,Give me a photorealistic image of a landscape in europe on 12/10/1760 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 12/10/1760 '? Is the correct temporal knowledge applied (i.e. 12/10/1760)? Just reply with 'yes' or 'no'.
585,Seasonality,Date,Give me,01/26/1811,,a landscape,Give me a photorealistic image of a landscape in europe on 01/26/1811 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 01/26/1811 '? Is the correct temporal knowledge applied (i.e. 01/26/1811)? Just reply with 'yes' or 'no'.
